"Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Survived"
"1","female",0.432942107345378,0,0,0.0541073981338561,"C","1"
"3","male",0.327442964525913,0,0,0.0154115752137493,"S","0"
"3","male",0.419754714492945,0,0,0.043965871943274,"S","0"
"3","male",0.301068178821047,0,0,0.013760683560492,"S","0"
"2","male",0.221943821706449,0,0,0.143462445630661,"S","0"
"2","female",0.789001714361071,0.125,0,0.0507486202230909,"S","1"
"3","female",0.498879071607543,0.5,0.222222222222222,0.0151757893167128,"S","0"
"1","male",0.551628643017275,0,0,0.0829544753646679,"S","0"
"3","female",0.340630357378346,0,0,0.0153791741716068,"Q","1"
"1","male",0.749439535803772,0.125,0.111111111111111,0.321798367143626,"S","0"
"1","female",0.65712778583674,0.125,0.111111111111111,0.412820506814759,"C","1"
"3","male",0.31425557167348,0,0,0.0157125535690724,"S","0"
"2","female",0.393379928788079,0.125,0,0.02704960013991,"C","1"
"3","male",0.274693393116181,0,0,0.0157125535690724,"S","0"
"2","female",0.287880785968614,0,0,0.0204946350900944,"S","1"
"3","male",0.274693393116181,0,0,0.0152163882128912,"S","0"
"1","female",0.696689964394039,0,0,0.0535706338814965,"C","1"
"3","female",0.340630357378346,0,0.222222222222222,0.0297578197768154,"C","1"
"3","male",0.301068178821047,0,0,0.0152163882128912,"S","0"
"3","female",0.31425557167348,0,0,0.0151269925664983,"Q","1"
"3","male",0.531847553738626,0,0,0.0294732371295643,"S","0"
"2","male",0.472504285902677,0,0,0.0253743101115455,"S","0"
"2","male",0.182381643149149,0,0,0.126871550557727,"S","0"
"1","female",0.274693393116181,0,0,0.0518221487278102,"S","1"
"3","male",0.274693393116181,0.125,0,0.0126789572017367,"S","0"
"3","male",0.340630357378346,0,0,0.0153791741716068,"Q","0"
"1","male",0.512066464459976,0.125,0,0.139135735382641,"C","0"
"3","male",0.261506000263748,0,0,0.0153303774213923,"S","0"
"1","male",0.841751285770803,0.125,0,0.146878218145677,"C","0"
"3","male",0.261506000263748,0,0,0.0141022608119935,"C","0"
"2","female",0.235131214558882,0.125,0.111111111111111,0.0253743101115455,"S","1"
"1","female",0.630753000131874,0.125,0,0.207727765663171,"C","1"
"1","female",0.723064750098905,0,0,0.0541073981338561,"C","1"
"2","female",0.591190821574575,0,0.222222222222222,0.0585561002574126,"S","1"
"1","male",0.591190821574575,0.125,0.111111111111111,0.262526516154067,"C","0"
"3","male",0.274693393116181,0,0,0.0153953746926781,"S","0"
"3","male",0.0109455360675195,0.125,0.222222222222222,0.0457713517012109,"S","1"
"1","male",0.538441250164842,0.125,0,0.101228858320002,"S","0"
"2","female",0.287880785968614,0,0,0.0409892701801888,"S","1"
"2","male",0.551628643017275,0.125,0.111111111111111,0.0634357752788637,"S","0"
"2","female",0.380192535935646,0.125,0,0.0507486202230909,"S","1"
"3","female",0.301068178821047,0.125,0,0.0282127194780231,"C","1"
"2","female",0.00989054463932481,0.125,0.222222222222222,0.0541643927381067,"S","1"
"3","male",0.261506000263748,0,0,0.0154685698179998,"S","0"
"1","male",0.353817750230779,0.125,0,0.266975218277623,"C","0"
"3","male",0.31425557167348,0,0,0.0182011878300124,"S","0"
"3","male",0.426348410919161,0,0,0.018542765081514,"S","0"
"3","male",0.327442964525913,0,0,0.0147366185647822,"S","0"
"3","male",0.31425557167348,0,0,0.0151269925664983,"Q","0"
"3","male",0.367005143083212,0,0,0.0157125535690724,"S","0"
"2","female",0.248318607411315,0,0,0.0253743101115455,"S","1"
"3","male",0.274693393116181,0,0,0.0151757893167128,"S","0"
"3","male",0.479097982328894,0.125,0,0.0339625381492993,"S","0"
"3","male",0.274693393116181,0,0,0.0153303774213923,"S","0"
"2","female",0.380192535935646,0,0.222222222222222,0.0448930101973497,"S","1"
"3","female",0.0109455360675195,0.125,0.111111111111111,0.0237802178755378,"S","1"
"2","male",0.393379928788079,0,0,0.0248619442342931,"C","0"
"3","male",0.327442964525913,0,0,0.0154115752137493,"S","0"
"1","male",0.393379928788079,0,0,0,"S","0"
"3","male",0.327442964525913,0,0,0.0147366185647822,"S","0"
"3","female",0.31425557167348,0,0,0.0157125535690724,"S","1"
"3","male",0.221943821706449,0,0,0.0169080739493279,"S","0"
"1","male",0.604378214427008,0,0,0.146862017624605,"C","0"
"3","male",0.31425557167348,0,0,0.0151269925664983,"Q","0"
"1","female",0.340630357378346,0.125,0,0.266975218277623,"C","1"
"3","female",0.393379928788079,0.125,0,0.0302539851329965,"Q","1"
"3","male",0.347224053804563,0,0,0.0141022608119935,"C","0"
"2","female",0.261506000263748,0.125,0,0.0507486202230909,"S","1"
"2","male",0.367005143083212,0,0,0.0204946350900944,"S","0"
"2","male",0.525253857312409,0.125,0,0.0507486202230909,"S","0"
"2","male",0.393379928788079,0.125,0,0.0409892701801888,"S","0"
"2","male",0.287880785968614,0,0,0.0204946350900944,"S","0"
"3","female",0.301068178821047,0,0,0.0169080739493279,"S","1"
"3","male",0.00764868785441118,0.125,0.111111111111111,0.0268870093681953,"S","1"
"3","female",0.31425557167348,0,0,0.0151269925664983,"Q","1"
"3","female",0.116444678886984,0.125,0.111111111111111,0.0297578197768154,"C","1"
"3","female",0.0241329289199525,0.125,0.111111111111111,0.0394521725484317,"S","1"
"3","male",0.472504285902677,0,0,0.014151057562208,"S","0"
"3","male",0.367005143083212,0,0,0.014151057562208,"S","0"
"1","male",0.31425557167348,0.125,0,0.160573904434883,"S","0"
"3","male",0.274693393116181,0,0,0.0141104586660296,"C","0"
"3","male",0.31425557167348,0,0,0.0157125535690724,"S","0"
"1","male",0.393379928788079,0,0,0.0772940523397847,"S","0"
"3","female",0.393379928788079,0,0,0.0135654965596339,"Q","1"
"3","male",0.274693393116181,0,0,0.0141104586660296,"C","0"
"1","male",0.696689964394039,0.125,0.111111111111111,0.159776760723379,"S","0"
"3","male",0.472504285902677,0,0,0.018542765081514,"S","0"
"3","male",0.340630357378346,0,0,0.0154115752137493,"S","0"
"2","female",0.0109455360675195,0.125,0.222222222222222,0.081157193460767,"C","1"
"3","male",0.287880785968614,0.25,0,0.0423149802900167,"C","0"
"1","male",0.393379928788079,0,0,0.0888100853904091,"S","0"
"3","male",0.380192535935646,0,0,0.0153303774213923,"S","0"
"3","male",0.419754714492945,0,0,0.0151757893167128,"S","0"
"2","male",0.525253857312409,0,0,0.0293674457750993,"C","0"
"2","male",0.564816035869709,0,0.111111111111111,0.0409892701801888,"S","0"
"3","male",0.31425557167348,0,0,0.0169080739493279,"S","0"
"3","female",0.31425557167348,0,0,0.0151269925664983,"Q","1"
"1","female",0.841751285770803,0.125,0.111111111111111,0.0518221487278102,"S","1"
"1","male",0.393379928788079,0.125,0.222222222222222,0.295805899800363,"S","0"
"3","male",0.00870367928260583,0,0.111111111111111,0.0182499845802269,"S","1"
"1","male",0.723064750098905,0.125,0.111111111111111,0.182499845802269,"S","0"
"3","female",0.591190821574575,0.125,0,0.0275375676420551,"S","0"
"3","male",0.235131214558882,0,0,0.0169080739493279,"S","0"
"3","male",0.287880785968614,0,0,0.0141022608119935,"C","0"
"3","male",0.327442964525913,0,0,0.0147854153149967,"S","0"
"3","female",0.48569167875511,0,0,0.0151269925664983,"Q","0"
"1","female",0.723064750098905,0,0,0.264738570434791,"C","1"
"3","female",0.221943821706449,0,0,0.015094396337355,"Q","1"
"1","male",0.749439535803772,0.125,0,0.28598955515321,"C","0"
"2","male",0.248318607411315,0,0,0.0204946350900944,"S","0"
"3","male",0.353817750230779,0,0,0.0153303774213923,"S","0"
"2","male",0.287880785968614,0.25,0,0.0614839052702832,"S","0"
"3","male",0.340630357378346,0,0,0.0151757893167128,"S","0"
"3","male",0.327442964525913,0,0,0.0141104586660296,"C","0"
"2","male",0.340630357378346,0,0,0.0253743101115455,"S","0"
"1","male",0.432942107345378,0,0,0.0518221487278102,"S","0"
"1","female",0.512066464459976,0,0,0.412503327938365,"S","1"
"3","male",0.301068178821047,0,0,0.013760683560492,"S","0"
"2","female",0.156006857444283,0.25,0.111111111111111,0.0761229303346364,"S","1"
"1","male",0.604378214427008,0,0,0.154588104679569,"C","0"
"2","male",0.380192535935646,0.125,0,0.0507486202230909,"S","0"
"2","male",0.274693393116181,0,0,0.0253743101115455,"S","0"
"2","female",0.630753000131874,0,0.222222222222222,0.0717312228153305,"S","1"
"1","male",0.512066464459976,0,0,0.0579705392548385,"C","0"
"3","male",0.347224053804563,0,0,0.0141022608119935,"C","0"
"3","female",0.248318607411315,0.125,0.111111111111111,0.0307257521140704,"C","1"
"3","male",0.353817750230779,0,0,0.0154115752137493,"S","0"
"1","male",0.393379928788079,0,0,0.0507486202230909,"S","0"
"2","male",0.419754714492945,0,0,0.0253743101115455,"S","0"
"3","male",0.512066464459976,0,0.222222222222222,0.0141104586660296,"C","0"
"2","male",0.327442964525913,0,0,0.0614839052702832,"S","0"
"3","male",0.274693393116181,0,0,0.0141104586660296,"C","0"
"2","male",0.235131214558882,0,0,0.0204946350900944,"S","0"
"3","male",0.419754714492945,0,0,0.0147936131690327,"S","0"
"3","male",0.525253857312409,0.125,1,0.135752559096768,"S","0"
"1","female",0.762626928656205,0,0.111111111111111,1,"C","1"
"3","male",0.0768825003296848,0.125,0.111111111111111,0.0283021151244161,"S","1"
"3","female",0.208756428854016,0,0,0.0149318055656402,"S","1"
"2","male",0.340630357378346,0,0,0.0253743101115455,"S","0"
"3","female",0.498879071607543,0,0,0.0141104586660296,"C","0"
"2","male",0.31425557167348,0,0,0.0263502451158357,"S","0"
"2","female",0.406567321640512,0,0,0.0409892701801888,"S","1"
"1","female",0.591190821574575,0,0.111111111111111,0.123667165564641,"C","1"
"2","male",0.327442964525913,0,0,0.0204946350900944,"S","0"
"2","male",0.235131214558882,0,0,0.143462445630661,"S","0"
"2","male",0.643940392984307,0.125,0.222222222222222,0.126871550557727,"S","0"
"3","female",0,0.125,0.222222222222222,0.0401597254265421,"S","1"
"1","male",0.65712778583674,0,0,0.0507486202230909,"S","0"
"1","female",0.775814321508638,0.25,0,0.100480706545713,"S","1"
"3","male",0.340630357378346,0,0,0.0153791741716068,"S","0"
"3","male",0.31425557167348,0,0,0.0151269925664983,"Q","0"
"3","female",0.393379928788079,0.125,0,0.0303515786334255,"S","1"
"3","male",0.188975339575366,1,0.222222222222222,0.135752559096768,"S","0"
"2","female",0.31425557167348,0.125,0.111111111111111,0.0722273881715116,"C","1"
"2","female",0.406567321640512,0,0,0.0409892701801888,"S","1"
"3","male",0.353817750230779,0,0,0.0169080739493279,"S","0"
"1","female",0.327442964525913,0.125,0,0.108214991454713,"C","1"
"3","female",0.525253857312409,0.125,1,0.135752559096768,"S","0"
"3","male",0.301068178821047,0.125,0,0.0282207221450583,"C","0"
"3","female",0.287880785968614,0,0,0.0774648409655354,"S","0"
"1","female",0.591190821574575,0,0.111111111111111,0.115941078509677,"C","1"
"2","male",0.380192535935646,0,0,0.02704960013991,"C","0"
"2","male",0.274693393116181,0.125,0,0.0224465050986748,"S","0"
"1","female",0.406567321640512,0,0,0.262526516154067,"C","1"
"1","male",0.643940392984307,0,0,0,"S","0"
"2","male",0.578003428722142,0,0,0.0253743101115455,"S","0"
"1","female",0.709877357246472,0.125,0.111111111111111,0.159776760723379,"S","1"
"1","female",0.591190821574575,0,0,0.512121893501288,"C","1"
"3","female",0.287880785968614,0.25,0,0.0169080739493279,"S","1"
"2","male",0.274693393116181,0,0,0.0224465050986748,"S","0"
"1","male",0.723064750098905,0,0,0.097593500429021,"S","0"
"3","male",0.0636951074772518,0.5,0.222222222222222,0.0612643198943179,"S","0"
"3","male",0.31425557167348,0,0,0.0151269925664983,"Q","0"
"3","male",0.340630357378346,0,0,0.0153791741716068,"Q","0"
"3","female",0.380192535935646,0,0,0.0283021151244161,"S","1"
"3","female",0.248318607411315,0.125,0,0.0314251071381448,"S","1"
"2","male",0.393379928788079,0,0,0.0251303263604729,"S","0"
"2","female",0.31425557167348,0.125,0.222222222222222,0.126871550557727,"S","1"
"3","male",0.31425557167348,0,0,0.0151757893167128,"S","0"
"2","male",0.749439535803772,0,0,0.0253743101115455,"S","0"
"3","male",0.274693393116181,0,0,0.0151269925664983,"Q","0"
"3","male",0.0768825003296848,0.375,0.111111111111111,0.0411356604308324,"S","0"
"1","male",0.301068178821047,0,0,0.182499845802269,"S","0"
"1","female",0.670315178689173,0,0.111111111111111,0.0769036783380686,"S","1"
"3","male",0.169194250296716,0,0.222222222222222,0.0395253676737535,"S","0"
"2","male",0.617565607279441,0,0,0.0204946350900944,"S","0"
"3","male",0.380192535935646,0.375,0.111111111111111,0.0429899369389838,"S","0"
"1","female",0.235131214558882,0.125,0,0.117112200514825,"S","1"
"3","male",0.31425557167348,0,0,0.014151057562208,"Q","0"
"1","female",0.630753000131874,0.125,0.111111111111111,0.154588104679569,"C","1"
"3","male",0.287880785968614,0,0,0.0151757893167128,"S","0"
"3","male",0.406567321640512,0,0,0.015094396337355,"Q","0"
"1","female",0.393379928788079,0,0,0.321798367143626,"S","1"
"2","male",0.498879071607543,0.125,0,0.0409892701801888,"S","0"
"1","female",0.287880785968614,0,0.111111111111111,0.115941078509677,"C","1"
"1","male",0.221943821706449,0,0,0.0919330774041378,"S","0"
"1","male",0.564816035869709,0.125,0,0.0541073981338561,"C","0"
"2","male",0.261506000263748,0,0,0.0270577979939461,"C","0"
"2","male",0.301068178821047,0.125,0,0.0204946350900944,"S","0"
"1","male",0.65712778583674,0.125,0.111111111111111,0.412820506814759,"C","0"
"3","female",0.287880785968614,0,0,0.0150699979622477,"Q","1"
"3","female",0.0373203217723856,0.125,0.111111111111111,0.0268870093681953,"S","1"
"3","female",0.31425557167348,0,0,0.0151269925664983,"Q","1"
"1","female",0.48569167875511,0.125,0,0.175668300772238,"Q","1"
"3","female",0.367005143083212,0,0,0.0151757893167128,"S","1"
"3","male",0.31425557167348,0,0,0.0157125535690724,"S","0"
"1","female",0.512066464459976,0,0,0.212558643934408,"C","1"
"3","male",0.50547276803376,0,0,0.014151057562208,"S","0"
"3","male",0.31425557167348,0,0,0.0157125535690724,"S","0"
"3","male",0.103257286034551,0.125,0.111111111111111,0.0436404952128436,"C","1"
